date,store_id,state_id,cat_id,total_sales,weekday,month,year,event_name_1,event_type_1,event_name_2,event_type_2
2015-02-12,CA_2,CA,HOUSEHOLD,584,Thursday,2,2015,,,,
2011-02-03,CA_1,CA,HOBBIES,467,Thursday,2,2011,,,,
2011-02-22,CA_1,CA,HOBBIES,455,Tuesday,2,2011,,,,
2011-04-06,CA_1,CA,HOBBIES,354,Wednesday,4,2011,,,,
2011-06-22,CA_1,CA,HOBBIES,395,Wednesday,6,2011,,,,
2011-06-25,CA_1,CA,HOBBIES,514,Saturday,6,2011,,,,
2011-08-04,CA_1,CA,HOBBIES,385,Thursday,8,2011,,,,
2011-08-05,CA_1,CA,HOBBIES,551,Friday,8,2011,,,,
2011-12-02,CA_1,CA,HOBBIES,482,Friday,12,2011,,,,
2011-12-08,CA_1,CA,HOBBIES,499,Thursday,12,2011,,,,
2012-12-18,CA_1,CA,HOBBIES,332,Tuesday,12,2012,,,,
2013-09-20,CA_1,CA,HOBBIES,473,Friday,9,2013,,,,
2013-12-10,CA_1,CA,HOBBIES,500,Tuesday,12,2013,,,,
2014-03-28,CA_1,CA,HOBBIES,433,Friday,3,2014,,,,
2014-03-30,CA_1,CA,HOBBIES,499,Sunday,3,2014,,,,
2014-04-29,CA_1,CA,HOBBIES,338,Tuesday,4,2014,,,,
2014-06-24,CA_1,CA,HOBBIES,474,Tuesday,6,2014,,,,
2014-07-16,CA_1,CA,HOBBIES,529,Wednesday,7,2014,,,,
2015-11-28,CA_1,CA,HOBBIES,629,Saturday,11,2015,,,,
2016-03-26,CA_1,CA,HOBBIES,610,Saturday,3,2016,,,,
2011-02-27,CA_1,CA,HOUSEHOLD,600,Sunday,2,2011,,,,
2011-07-03,CA_1,CA,HOUSEHOLD,573,Sunday,7,2011,,,,
2011-10-07,CA_1,CA,HOUSEHOLD,485,Friday,10,2011,,,,
2011-10-14,CA_1,CA,HOUSEHOLD,510,Friday,10,2011,,,,
2012-07-11,CA_1,CA,HOUSEHOLD,623,Wednesday,7,2012,,,,
2012-10-01,CA_1,CA,HOUSEHOLD,663,Monday,10,2012,,,,
2012-11-25,CA_1,CA,HOUSEHOLD,743,Sunday,11,2012,,,,
2013-04-08,CA_1,CA,HOUSEHOLD,872,Monday,4,2013,,,,
2013-05-03,CA_1,CA,HOUSEHOLD,870,Friday,5,2013,,,,
2013-05-16,CA_1,CA,HOUSEHOLD,751,Thursday,5,2013,,,,
2013-07-26,CA_1,CA,HOUSEHOLD,865,Friday,7,2013,,,,
2013-10-18,CA_1,CA,HOUSEHOLD,797,Friday,10,2013,,,,
2013-12-13,CA_1,CA,HOUSEHOLD,677,Friday,12,2013,,,,
2013-12-22,CA_1,CA,HOUSEHOLD,966,Sunday,12,2013,,,,
2014-06-08,CA_1,CA,HOUSEHOLD,1134,Sunday,6,2014,,,,
2014-09-28,CA_1,CA,HOUSEHOLD,1180,Sunday,9,2014,,,,
2014-12-17,CA_1,CA,HOUSEHOLD,654,Wednesday,12,2014,,,,
2014-12-25,CA_1,CA,HOUSEHOLD,0,Thursday,12,2014,Christmas,National,,
2015-08-20,CA_1,CA,HOUSEHOLD,989,Thursday,8,2015,,,,
2015-09-23,CA_1,CA,HOUSEHOLD,818,Wednesday,9,2015,,,,
2016-04-06,CA_1,CA,HOUSEHOLD,839,Wednesday,4,2016,,,,
2011-02-21,CA_1,CA,FOODS,2105,Monday,2,2011,PresidentsDay,National,,
2011-08-09,CA_1,CA,FOODS,2006,Tuesday,8,2011,,,,
2011-08-23,CA_1,CA,FOODS,1537,Tuesday,8,2011,,,,
2011-09-24,CA_1,CA,FOODS,2872,Saturday,9,2011,,,,
2011-11-03,CA_1,CA,FOODS,2210,Thursday,11,2011,,,,
2012-03-22,CA_1,CA,FOODS,2439,Thursday,3,2012,,,,
2012-12-25,CA_1,CA,FOODS,0,Tuesday,12,2012,Christmas,National,,
2013-01-01,CA_1,CA,FOODS,1888,Tuesday,1,2013,NewYear,National,,
2013-01-20,CA_1,CA,FOODS,2966,Sunday,1,2013,,,,
2013-02-02,CA_1,CA,FOODS,4472,Saturday,2,2013,,,,
2013-03-02,CA_1,CA,FOODS,3680,Saturday,3,2013,,,,
2013-04-24,CA_1,CA,FOODS,2115,Wednesday,4,2013,,,,
2013-06-11,CA_1,CA,FOODS,2612,Tuesday,6,2013,,,,
2013-10-16,CA_1,CA,FOODS,2357,Wednesday,10,2013,,,,
2014-09-03,CA_1,CA,FOODS,2839,Wednesday,9,2014,,,,
2014-09-11,CA_1,CA,FOODS,2819,Thursday,9,2014,,,,
2014-09-17,CA_1,CA,FOODS,2311,Wednesday,9,2014,,,,
2014-11-28,CA_1,CA,FOODS,2295,Friday,11,2014,,,,
2014-12-04,CA_1,CA,FOODS,2774,Thursday,12,2014,,,,
2014-12-30,CA_1,CA,FOODS,2427,Tuesday,12,2014,,,,
2015-02-20,CA_1,CA,FOODS,2773,Friday,2,2015,,,,
2015-05-03,CA_1,CA,FOODS,4426,Sunday,5,2015,,,,
2015-06-12,CA_1,CA,FOODS,3148,Friday,6,2015,,,,
2015-08-12,CA_1,CA,FOODS,2660,Wednesday,8,2015,,,,
2015-09-03,CA_1,CA,FOODS,2731,Thursday,9,2015,,,,
2016-04-18,CA_1,CA,FOODS,2886,Monday,4,2016,,,,
2011-01-30,CA_2,CA,HOBBIES,397,Sunday,1,2011,,,,
2011-03-19,CA_2,CA,HOBBIES,612,Saturday,3,2011,,,,
2011-06-24,CA_2,CA,HOBBIES,426,Friday,6,2011,,,,
2011-12-17,CA_2,CA,HOBBIES,412,Saturday,12,2011,,,,
2012-03-03,CA_2,CA,HOBBIES,372,Saturday,3,2012,,,,
2012-03-25,CA_2,CA,HOBBIES,301,Sunday,3,2012,,,,
2012-04-03,CA_2,CA,HOBBIES,226,Tuesday,4,2012,,,,
2012-06-30,CA_2,CA,HOBBIES,431,Saturday,6,2012,,,,
2012-07-09,CA_2,CA,HOBBIES,283,Monday,7,2012,,,,
2013-04-11,CA_2,CA,HOBBIES,383,Thursday,4,2013,,,,
2013-07-05,CA_2,CA,HOBBIES,402,Friday,7,2013,,,,
2013-08-10,CA_2,CA,HOBBIES,455,Saturday,8,2013,,,,
2014-09-07,CA_2,CA,HOBBIES,276,Sunday,9,2014,,,,
2014-09-19,CA_2,CA,HOBBIES,209,Friday,9,2014,,,,
2014-12-31,CA_2,CA,HOBBIES,185,Wednesday,12,2014,,,,
2015-04-12,CA_2,CA,HOBBIES,369,Sunday,4,2015,OrthodoxEaster,Religious,,
2015-04-27,CA_2,CA,HOBBIES,288,Monday,4,2015,,,,
2015-11-14,CA_2,CA,HOBBIES,594,Saturday,11,2015,,,,
2015-11-18,CA_2,CA,HOBBIES,386,Wednesday,11,2015,,,,
2011-03-29,CA_2,CA,HOUSEHOLD,474,Tuesday,3,2011,,,,
2012-04-06,CA_2,CA,HOUSEHOLD,683,Friday,4,2012,,,,
2012-11-23,CA_2,CA,HOUSEHOLD,860,Friday,11,2012,,,,
2013-02-17,CA_2,CA,HOUSEHOLD,1114,Sunday,2,2013,,,,
2013-11-19,CA_2,CA,HOUSEHOLD,645,Tuesday,11,2013,,,,
2013-12-30,CA_2,CA,HOUSEHOLD,777,Monday,12,2013,,,,
2013-12-31,CA_2,CA,HOUSEHOLD,682,Tuesday,12,2013,,,,
2014-04-14,CA_2,CA,HOUSEHOLD,757,Monday,4,2014,,,,
2014-08-09,CA_2,CA,HOUSEHOLD,1033,Saturday,8,2014,,,,
2014-09-25,CA_2,CA,HOUSEHOLD,546,Thursday,9,2014,,,,
2014-11-09,CA_2,CA,HOUSEHOLD,1075,Sunday,11,2014,,,,
2015-01-25,CA_2,CA,HOUSEHOLD,986,Sunday,1,2015,,,,
2015-03-11,CA_2,CA,HOUSEHOLD,655,Wednesday,3,2015,,,,
2015-04-24,CA_2,CA,HOUSEHOLD,805,Friday,4,2015,,,,
2015-06-20,CA_2,CA,HOUSEHOLD,1164,Saturday,6,2015,,,,
2015-07-05,CA_2,CA,HOUSEHOLD,1287,Sunday,7,2015,,,,
2016-01-06,CA_2,CA,HOUSEHOLD,830,Wednesday,1,2016,,,,
2016-01-11,CA_2,CA,HOUSEHOLD,793,Monday,1,2016,,,,
2016-03-27,CA_2,CA,HOUSEHOLD,1703,Sunday,3,2016,Easter,Cultural,,
2011-02-28,CA_1,CA,HOBBIES,178,Monday,2,2011,,,,
2011-05-20,CA_1,CA,HOBBIES,370,Friday,5,2011,,,,
2011-07-10,CA_1,CA,HOBBIES,429,Sunday,7,2011,,,,
2012-06-09,CA_1,CA,HOBBIES,541,Saturday,6,2012,,,,
2012-06-27,CA_1,CA,HOBBIES,416,Wednesday,6,2012,,,,
2012-09-27,CA_1,CA,HOBBIES,215,Thursday,9,2012,,,,
2013-01-04,CA_1,CA,HOBBIES,319,Friday,1,2013,,,,
2013-04-08,CA_1,CA,HOBBIES,409,Monday,4,2013,,,,
2013-06-14,CA_1,CA,HOBBIES,458,Friday,6,2013,,,,
2013-06-30,CA_1,CA,HOBBIES,575,Sunday,6,2013,,,,
2013-07-18,CA_1,CA,HOBBIES,329,Thursday,7,2013,,,,
2013-08-09,CA_1,CA,HOBBIES,455,Friday,8,2013,,,,
2013-12-03,CA_1,CA,HOBBIES,611,Tuesday,12,2013,,,,
2013-12-16,CA_1,CA,HOBBIES,546,Monday,12,2013,,,,
2013-12-22,CA_1,CA,HOBBIES,661,Sunday,12,2013,,,,
2014-01-07,CA_1,CA,HOBBIES,513,Tuesday,1,2014,OrthodoxChristmas,Religious,,
2014-02-11,CA_1,CA,HOBBIES,379,Tuesday,2,2014,,,,
2014-05-18,CA_1,CA,HOBBIES,528,Sunday,5,2014,,,,
2014-09-30,CA_1,CA,HOBBIES,479,Tuesday,9,2014,,,,
2016-04-13,CA_1,CA,HOBBIES,415,Wednesday,4,2016,,,,
2011-04-12,CA_1,CA,HOUSEHOLD,407,Tuesday,4,2011,,,,
2011-08-15,CA_1,CA,HOUSEHOLD,557,Monday,8,2011,,,,
2012-01-14,CA_1,CA,HOUSEHOLD,670,Saturday,1,2012,,,,
2013-01-17,CA_1,CA,HOUSEHOLD,499,Thursday,1,2013,,,,
2013-07-08,CA_1,CA,HOUSEHOLD,790,Monday,7,2013,,,,
2014-05-10,CA_1,CA,HOUSEHOLD,859,Saturday,5,2014,,,,
2014-05-26,CA_1,CA,HOUSEHOLD,885,Monday,5,2014,MemorialDay,National,,
2014-11-05,CA_1,CA,HOUSEHOLD,727,Wednesday,11,2014,,,,
2014-12-07,CA_1,CA,HOUSEHOLD,1106,Sunday,12,2014,,,,
2015-01-14,CA_1,CA,HOUSEHOLD,606,Wednesday,1,2015,,,,
2015-06-23,CA_1,CA,HOUSEHOLD,886,Tuesday,6,2015,,,,
2015-10-08,CA_1,CA,HOUSEHOLD,851,Thursday,10,2015,,,,
2016-02-14,CA_1,CA,HOUSEHOLD,1107,Sunday,2,2016,ValentinesDay,Cultural,,
2016-04-09,CA_1,CA,HOUSEHOLD,1468,Saturday,4,2016,,,,
2016-04-14,CA_1,CA,HOUSEHOLD,787,Thursday,4,2016,,,,
2011-05-19,CA_1,CA,FOODS,1516,Thursday,5,2011,,,,
2011-05-21,CA_1,CA,FOODS,2332,Saturday,5,2011,,,,
2012-06-28,CA_1,CA,FOODS,2660,Thursday,6,2012,,,,
2012-07-04,CA_1,CA,FOODS,2744,Wednesday,7,2012,IndependenceDay,National,,
2012-10-26,CA_1,CA,FOODS,2521,Friday,10,2012,EidAlAdha,Religious,,
2013-02-07,CA_1,CA,FOODS,2442,Thursday,2,2013,,,,
2013-02-19,CA_1,CA,FOODS,1989,Tuesday,2,2013,,,,
2013-02-24,CA_1,CA,FOODS,3229,Sunday,2,2013,Purim End,Religious,,
2013-08-06,CA_1,CA,FOODS,2980,Tuesday,8,2013,,,,
2014-03-01,CA_1,CA,FOODS,3831,Saturday,3,2014,,,,
2014-04-06,CA_1,CA,FOODS,4639,Sunday,4,2014,,,,
2014-07-11,CA_1,CA,FOODS,3276,Friday,7,2014,,,,
2014-11-25,CA_1,CA,FOODS,3024,Tuesday,11,2014,,,,
2015-04-25,CA_1,CA,FOODS,4005,Saturday,4,2015,,,,
2015-05-23,CA_1,CA,FOODS,3493,Saturday,5,2015,,,,
2015-05-31,CA_1,CA,FOODS,3824,Sunday,5,2015,,,,
2015-07-15,CA_1,CA,FOODS,2534,Wednesday,7,2015,,,,
2015-10-21,CA_1,CA,FOODS,2271,Wednesday,10,2015,,,,
2016-03-16,CA_1,CA,FOODS,2362,Wednesday,3,2016,,,,
2016-03-22,CA_1,CA,FOODS,2598,Tuesday,3,2016,,,,
2016-03-26,CA_1,CA,FOODS,4251,Saturday,3,2016,,,,
2016-04-05,CA_1,CA,FOODS,2711,Tuesday,4,2016,,,,
2011-06-14,CA_2,CA,HOBBIES,380,Tuesday,6,2011,,,,
2011-08-20,CA_2,CA,HOBBIES,509,Saturday,8,2011,,,,
2011-12-12,CA_2,CA,HOBBIES,287,Monday,12,2011,,,,
2012-03-08,CA_2,CA,HOBBIES,259,Thursday,3,2012,Purim End,Religious,,
2012-05-18,CA_2,CA,HOBBIES,163,Friday,5,2012,,,,
2012-07-03,CA_2,CA,HOBBIES,229,Tuesday,7,2012,,,,
2012-07-31,CA_2,CA,HOBBIES,237,Tuesday,7,2012,,,,
2012-09-19,CA_2,CA,HOBBIES,217,Wednesday,9,2012,,,,
2012-11-21,CA_2,CA,HOBBIES,220,Wednesday,11,2012,,,,
2013-05-27,CA_2,CA,HOBBIES,294,Monday,5,2013,MemorialDay,National,,
2014-02-13,CA_2,CA,HOBBIES,417,Thursday,2,2014,,,,
2014-11-15,CA_2,CA,HOBBIES,412,Saturday,11,2014,,,,
2015-03-08,CA_2,CA,HOBBIES,463,Sunday,3,2015,,,,
2015-08-18,CA_2,CA,HOBBIES,354,Tuesday,8,2015,,,,
2015-10-29,CA_2,CA,HOBBIES,347,Thursday,10,2015,,,,
2015-11-27,CA_2,CA,HOBBIES,316,Friday,11,2015,,,,
2015-12-07,CA_2,CA,HOBBIES,423,Monday,12,2015,,,,
2011-04-05,CA_2,CA,HOUSEHOLD,477,Tuesday,4,2011,,,,
2011-06-23,CA_2,CA,HOUSEHOLD,539,Thursday,6,2011,,,,
2011-12-10,CA_2,CA,HOUSEHOLD,855,Saturday,12,2011,,,,
2012-01-17,CA_2,CA,HOUSEHOLD,404,Tuesday,1,2012,,,,
2012-12-24,CA_2,CA,HOUSEHOLD,733,Monday,12,2012,,,,
2013-02-02,CA_2,CA,HOUSEHOLD,1232,Saturday,2,2013,,,,
2013-02-25,CA_2,CA,HOUSEHOLD,703,Monday,2,2013,,,,
2013-03-29,CA_2,CA,HOUSEHOLD,977,Friday,3,2013,,,,
2013-07-01,CA_2,CA,HOUSEHOLD,825,Monday,7,2013,,,,
2014-05-05,CA_2,CA,HOUSEHOLD,715,Monday,5,2014,Cinco De Mayo,Cultural,,
2014-06-28,CA_2,CA,HOUSEHOLD,1063,Saturday,6,2014,,,,
2014-09-03,CA_2,CA,HOUSEHOLD,556,Wednesday,9,2014,,,,
2011-02-27,CA_1,CA,HOBBIES,215,Sunday,2,2011,,,,
2011-04-27,CA_1,CA,HOBBIES,436,Wednesday,4,2011,,,,
2012-09-18,CA_1,CA,HOBBIES,268,Tuesday,9,2012,,,,
2013-04-19,CA_1,CA,HOBBIES,460,Friday,4,2013,,,,
2013-08-29,CA_1,CA,HOBBIES,396,Thursday,8,2013,,,,
2013-10-27,CA_1,CA,HOBBIES,579,Sunday,10,2013,,,,
2013-11-28,CA_1,CA,HOBBIES,187,Thursday,11,2013,Thanksgiving,National,,
2014-04-09,CA_1,CA,HOBBIES,454,Wednesday,4,2014,,,,
2014-05-14,CA_1,CA,HOBBIES,309,Wednesday,5,2014,,,,
2014-07-25,CA_1,CA,HOBBIES,402,Friday,7,2014,,,,
2014-08-09,CA_1,CA,HOBBIES,535,Saturday,8,2014,,,,
2014-11-29,CA_1,CA,HOBBIES,606,Saturday,11,2014,,,,
2015-06-21,CA_1,CA,HOBBIES,499,Sunday,6,2015,Father's day,Cultural,,
2016-01-22,CA_1,CA,HOBBIES,469,Friday,1,2016,,,,
2011-02-02,CA_1,CA,HOUSEHOLD,330,Wednesday,2,2011,,,,
2011-03-21,CA_1,CA,HOUSEHOLD,346,Monday,3,2011,,,,
2012-02-02,CA_1,CA,HOUSEHOLD,471,Thursday,2,2012,,,,
2012-02-18,CA_1,CA,HOUSEHOLD,676,Saturday,2,2012,,,,
2012-04-13,CA_1,CA,HOUSEHOLD,482,Friday,4,2012,,,,
2012-04-23,CA_1,CA,HOUSEHOLD,449,Monday,4,2012,,,,
2012-05-19,CA_1,CA,HOUSEHOLD,643,Saturday,5,2012,,,,
2012-07-04,CA_1,CA,HOUSEHOLD,554,Wednesday,7,2012,IndependenceDay,National,,
2012-07-12,CA_1,CA,HOUSEHOLD,599,Thursday,7,2012,,,,
2012-09-17,CA_1,CA,HOUSEHOLD,626,Monday,9,2012,,,,
2013-03-04,CA_1,CA,HOUSEHOLD,645,Monday,3,2013,,,,
2013-03-24,CA_1,CA,HOUSEHOLD,1118,Sunday,3,2013,,,,
2013-09-03,CA_1,CA,HOUSEHOLD,837,Tuesday,9,2013,,,,
2014-01-17,CA_1,CA,HOUSEHOLD,681,Friday,1,2014,,,,
2014-05-05,CA_1,CA,HOUSEHOLD,858,Monday,5,2014,Cinco De Mayo,Cultural,,
2014-11-27,CA_1,CA,HOUSEHOLD,372,Thursday,11,2014,Thanksgiving,National,,
2014-12-01,CA_1,CA,HOUSEHOLD,846,Monday,12,2014,,,,
2015-05-04,CA_1,CA,HOUSEHOLD,1009,Monday,5,2015,,,,
2015-08-05,CA_1,CA,HOUSEHOLD,893,Wednesday,8,2015,,,,
2015-11-22,CA_1,CA,HOUSEHOLD,1436,Sunday,11,2015,,,,
2015-12-29,CA_1,CA,HOUSEHOLD,998,Tuesday,12,2015,,,,
2016-02-29,CA_1,CA,HOUSEHOLD,918,Monday,2,2016,,,,
2011-03-11,CA_1,CA,FOODS,2480,Friday,3,2011,,,,
2011-03-12,CA_1,CA,FOODS,2895,Saturday,3,2011,,,,
2011-03-23,CA_1,CA,FOODS,1473,Wednesday,3,2011,,,,
2011-06-14,CA_1,CA,FOODS,2035,Tuesday,6,2011,,,,
2011-07-16,CA_1,CA,FOODS,2541,Saturday,7,2011,,,,
2011-07-22,CA_1,CA,FOODS,2199,Friday,7,2011,,,,
2011-10-24,CA_1,CA,FOODS,2036,Monday,10,2011,,,,
2011-11-18,CA_1,CA,FOODS,2214,Friday,11,2011,,,,
2012-05-11,CA_1,CA,FOODS,3515,Friday,5,2012,,,,
2012-05-22,CA_1,CA,FOODS,2144,Tuesday,5,2012,,,,
2012-06-22,CA_1,CA,FOODS,3494,Friday,6,2012,,,,
2012-07-01,CA_1,CA,FOODS,4125,Sunday,7,2012,,,,
2012-08-21,CA_1,CA,FOODS,2663,Tuesday,8,2012,,,,
2013-02-14,CA_1,CA,FOODS,2045,Thursday,2,2013,ValentinesDay,Cultural,,
2013-03-12,CA_1,CA,FOODS,2149,Tuesday,3,2013,,,,
2013-04-18,CA_1,CA,FOODS,2013,Thursday,4,2013,,,,
2013-07-28,CA_1,CA,FOODS,3786,Sunday,7,2013,,,,
2013-10-31,CA_1,CA,FOODS,2134,Thursday,10,2013,Halloween,Cultural,,
2013-11-29,CA_1,CA,FOODS,1839,Friday,11,2013,,,,
2014-05-23,CA_1,CA,FOODS,2630,Friday,5,2014,,,,
2014-07-25,CA_1,CA,FOODS,3042,Friday,7,2014,,,,
2014-12-11,CA_1,CA,FOODS,1665,Thursday,12,2014,,,,
2015-01-04,CA_1,CA,FOODS,4168,Sunday,1,2015,,,,
2015-04-11,CA_1,CA,FOODS,3627,Saturday,4,2015,Pesach End,Religious,,
2015-09-27,CA_1,CA,FOODS,3885,Sunday,9,2015,,,,
2015-10-09,CA_1,CA,FOODS,3257,Friday,10,2015,,,,
2015-10-31,CA_1,CA,FOODS,3185,Saturday,10,2015,Halloween,Cultural,,
2016-03-10,CA_1,CA,FOODS,2511,Thursday,3,2016,,,,
2011-03-28,CA_2,CA,HOBBIES,437,Monday,3,2011,,,,
2011-04-23,CA_2,CA,HOBBIES,293,Saturday,4,2011,,,,
2011-05-25,CA_2,CA,HOBBIES,240,Wednesday,5,2011,,,,
2011-06-30,CA_2,CA,HOBBIES,341,Thursday,6,2011,,,,
2011-11-24,CA_2,CA,HOBBIES,102,Thursday,11,2011,Thanksgiving,National,,
2012-06-11,CA_2,CA,HOBBIES,278,Monday,6,2012,,,,
2013-02-19,CA_2,CA,HOBBIES,240,Tuesday,2,2013,,,,
2013-03-02,CA_2,CA,HOBBIES,637,Saturday,3,2013,,,,
2013-03-06,CA_2,CA,HOBBIES,196,Wednesday,3,2013,,,,
2013-06-02,CA_2,CA,HOBBIES,401,Sunday,6,2013,,,,
2013-06-28,CA_2,CA,HOBBIES,315,Friday,6,2013,,,,
2013-07-27,CA_2,CA,HOBBIES,446,Saturday,7,2013,,,,
2014-07-09,CA_2,CA,HOBBIES,304,Wednesday,7,2014,,,,
2015-04-04,CA_2,CA,HOBBIES,431,Saturday,4,2015,,,,
2015-10-12,CA_2,CA,HOBBIES,418,Monday,10,2015,ColumbusDay,National,,
2015-12-19,CA_2,CA,HOBBIES,574,Saturday,12,2015,,,,
2016-01-21,CA_2,CA,HOBBIES,331,Thursday,1,2016,,,,
2011-07-22,CA_2,CA,HOUSEHOLD,689,Friday,7,2011,,,,
2011-10-06,CA_2,CA,HOUSEHOLD,506,Thursday,10,2011,,,,
2011-11-24,CA_2,CA,HOUSEHOLD,218,Thursday,11,2011,Thanksgiving,National,,
2011-12-01,CA_2,CA,HOUSEHOLD,455,Thursday,12,2011,,,,
2012-02-24,CA_2,CA,HOUSEHOLD,658,Friday,2,2012,,,,
2012-03-14,CA_2,CA,HOUSEHOLD,513,Wednesday,3,2012,,,,
2013-06-03,CA_2,CA,HOUSEHOLD,912,Monday,6,2013,,,,
2013-08-16,CA_2,CA,HOUSEHOLD,866,Friday,8,2013,,,,
2013-09-17,CA_2,CA,HOUSEHOLD,779,Tuesday,9,2013,,,,
2013-10-15,CA_2,CA,HOUSEHOLD,653,Tuesday,10,2013,EidAlAdha,Religious,,
2013-11-05,CA_2,CA,HOUSEHOLD,693,Tuesday,11,2013,,,,
2014-01-10,CA_2,CA,HOUSEHOLD,804,Friday,1,2014,,,,
2014-08-21,CA_2,CA,HOUSEHOLD,567,Thursday,8,2014,,,,
2014-10-04,CA_2,CA,HOUSEHOLD,1084,Saturday,10,2014,EidAlAdha,Religious,,
2014-10-09,CA_2,CA,HOUSEHOLD,546,Thursday,10,2014,,,,
2015-07-30,CA_2,CA,HOUSEHOLD,722,Thursday,7,2015,,,,
2015-08-02,CA_2,CA,HOUSEHOLD,1412,Sunday,8,2015,,,,
2015-10-14,CA_2,CA,HOUSEHOLD,701,Wednesday,10,2015,,,,
2015-11-08,CA_2,CA,HOUSEHOLD,1485,Sunday,11,2015,,,,
2015-11-23,CA_2,CA,HOUSEHOLD,866,Monday,11,2015,,,,
2011-03-25,CA_1,CA,HOBBIES,440,Friday,3,2011,,,,
2011-06-05,CA_1,CA,HOBBIES,373,Sunday,6,2011,,,,
2011-10-05,CA_1,CA,HOBBIES,334,Wednesday,10,2011,,,,
2012-03-05,CA_1,CA,HOBBIES,290,Monday,3,2012,,,,
2012-06-30,CA_1,CA,HOBBIES,628,Saturday,6,2012,,,,
2012-07-29,CA_1,CA,HOBBIES,249,Sunday,7,2012,,,,
2012-11-13,CA_1,CA,HOBBIES,239,Tuesday,11,2012,,,,
2012-11-15,CA_1,CA,HOBBIES,201,Thursday,11,2012,,,,
2013-06-23,CA_1,CA,HOBBIES,571,Sunday,6,2013,,,,
2013-10-04,CA_1,CA,HOBBIES,611,Friday,10,2013,,,,
2013-11-07,CA_1,CA,HOBBIES,414,Thursday,11,2013,,,,
2014-05-23,CA_1,CA,HOBBIES,548,Friday,5,2014,,,,
2016-01-13,CA_1,CA,HOBBIES,389,Wednesday,1,2016,,,,
2016-01-29,CA_1,CA,HOBBIES,469,Friday,1,2016,,,,
2011-02-14,CA_1,CA,HOUSEHOLD,375,Monday,2,2011,ValentinesDay,Cultural,,
2011-05-30,CA_1,CA,HOUSEHOLD,532,Monday,5,2011,MemorialDay,National,,
2011-06-01,CA_1,CA,HOUSEHOLD,453,Wednesday,6,2011,,,,
2011-11-16,CA_1,CA,HOUSEHOLD,388,Wednesday,11,2011,,,,
2011-12-16,CA_1,CA,HOUSEHOLD,479,Friday,12,2011,,,,
2012-06-04,CA_1,CA,HOUSEHOLD,588,Monday,6,2012,,,,
2012-06-16,CA_1,CA,HOUSEHOLD,828,Saturday,6,2012,,,,
2012-08-13,CA_1,CA,HOUSEHOLD,596,Monday,8,2012,,,,
2013-12-09,CA_1,CA,HOUSEHOLD,680,Monday,12,2013,,,,
2014-03-06,CA_1,CA,HOUSEHOLD,595,Thursday,3,2014,,,,
2014-03-29,CA_1,CA,HOUSEHOLD,1003,Saturday,3,2014,,,,
2014-07-16,CA_1,CA,HOUSEHOLD,765,Wednesday,7,2014,,,,
2014-08-26,CA_1,CA,HOUSEHOLD,778,Tuesday,8,2014,,,,
2014-09-08,CA_1,CA,HOUSEHOLD,769,Monday,9,2014,,,,
2014-11-12,CA_1,CA,HOUSEHOLD,604,Wednesday,11,2014,,,,
2014-11-16,CA_1,CA,HOUSEHOLD,1171,Sunday,11,2014,,,,
2015-05-12,CA_1,CA,HOUSEHOLD,843,Tuesday,5,2015,,,,
2015-10-02,CA_1,CA,HOUSEHOLD,1103,Friday,10,2015,,,,
2015-11-15,CA_1,CA,HOUSEHOLD,1433,Sunday,11,2015,,,,
2015-12-04,CA_1,CA,HOUSEHOLD,1057,Friday,12,2015,,,,
2011-03-29,CA_1,CA,FOODS,1471,Tuesday,3,2011,,,,
2012-11-21,CA_1,CA,FOODS,3057,Wednesday,11,2012,,,,
2013-09-17,CA_1,CA,FOODS,2776,Tuesday,9,2013,,,,
2013-09-20,CA_1,CA,FOODS,3253,Friday,9,2013,,,,
2013-10-04,CA_1,CA,FOODS,3288,Friday,10,2013,,,,
2014-12-16,CA_1,CA,FOODS,2549,Tuesday,12,2014,,,,
2015-04-15,CA_1,CA,FOODS,2370,Wednesday,4,2015,,,,
2015-06-11,CA_1,CA,FOODS,2619,Thursday,6,2015,,,,
2015-08-04,CA_1,CA,FOODS,2938,Tuesday,8,2015,,,,
2015-08-16,CA_1,CA,FOODS,3980,Sunday,8,2015,,,,
2015-10-03,CA_1,CA,FOODS,4204,Saturday,10,2015,,,,
2011-05-07,CA_2,CA,HOBBIES,333,Saturday,5,2011,,,,
2011-06-05,CA_2,CA,HOBBIES,413,Sunday,6,2011,,,,
2011-12-16,CA_2,CA,HOBBIES,344,Friday,12,2011,,,,
2012-01-30,CA_2,CA,HOBBIES,206,Monday,1,2012,,,,
2012-10-29,CA_2,CA,HOBBIES,189,Monday,10,2012,,,,
2012-11-06,CA_2,CA,HOBBIES,186,Tuesday,11,2012,,,,
2012-12-03,CA_2,CA,HOBBIES,329,Monday,12,2012,,,,
2013-02-23,CA_2,CA,HOBBIES,614,Saturday,2,2013,,,,
2013-05-14,CA_2,CA,HOBBIES,378,Tuesday,5,2013,,,,
2013-07-13,CA_2,CA,HOBBIES,378,Saturday,7,2013,,,,
2014-11-16,CA_2,CA,HOBBIES,295,Sunday,11,2014,,,,
2014-12-16,CA_2,CA,HOBBIES,215,Tuesday,12,2014,,,,
2015-02-06,CA_2,CA,HOBBIES,224,Friday,2,2015,,,,
2015-05-24,CA_2,CA,HOBBIES,295,Sunday,5,2015,,,,
